id,name,city,state,holes,access
4888,Kankakee Elks Golf Club,Saint Anne,IL,18,Public
4889,Oak Springs Golf Course,Saint Anne,IL,18,Public
4890,Shamrock Golf Course,Saint Anne,IL,18,Public
4891,Pottawatomie Golf Course,Saint Charles,IL,9,Municipal
4892,St Charles Golf Club,Saint Charles,IL,18,Private
4893,Royal Fox Country Club,Saint Charles,IL,18,
4894,Royal Hawk Country Club,Saint Charles,IL,18,
4895,Pheasant Run Golf Course,Saint Charles,IL,18,Public
4896,Saint Elmo Golf Club,Saint Elmo,IL,9,Public
4897,Salem Country Club,Salem,IL,18,Private
4898,Colonial Golf Course,Sandoval,IL,18,Public
4899,Edgebrook Country Club,Sandwich,IL,18,Public
4900,Palisades Golf Course,Savanna,IL,9,Public
4901,University of Illinois Golf Course,Savoy,IL,36,Public
4902,Indian Springs Golf Course,Saybrook,IL,9,Public
4903,Schaumburg Golf Club,Schaumburg,IL,36,Municipal
4904,Walnut Greens Golf Course,Schaumburg,IL,9,Municipal
4905,Cardinal Creek Golf Course,Scott Afb,IL,18,
4906,Fairlakes Golf Course,Secor,IL,18,Public
4907,Indian Oaks Country Club,Shabbona,IL,9,Public
4908,Hidden Lakes Country Club,Sheffield,IL,18,Public
4909,Deer Trail Golf Club At Lake Shelbyville,Shelbyville,IL,18,Public
4910,Shewami Country Club,Sheldon,IL,18,Private
4911,Fyre Lake Golf Club,Sherrard,IL,,Public
4912,TPC At Deere Run,Silvis,IL,18,Public
4913,Weber Park Golf Course,Skokie,IL,9,Municipal
4914,Evanston Golf Club,Skokie,IL,18,
4915,Sparta Country Club,Sparta,IL,18,Private
4916,Spring Creek Golf Course,Spring Valley,IL,18,Public
4917,Bergen Golf Club,Springfield,IL,9,Municipal
4918,Bunn Golf Course,Springfield,IL,18,Municipal
4919,Lincoln Greens Golf Course,Springfield,IL,18,Municipal
4920,Pasfield Golf Course,Springfield,IL,9,Municipal
4921,Panther Creek Country Club,Springfield,IL,18,Private
4922,Illini Country Club,Springfield,IL,18,
4923,Brookhills Golf Club Inc,Springfield,IL,9,Public
4924,Long Bridge Golf Course,Springfield,IL,9,Public
4925,Piper Glen Golf Club,Springfield,IL,18,Public
4926,Sun N Fun Swim & Golf Club,Springfield,IL,18,Public
4927,The Oaks Golf Course Inc,Springfield,IL,18,Public
4928,The Rail Golf Club,Springfield,IL,18,Public
4929,Staunton Country Club,Staunton,IL,9,Private
4930,Timber Lakes Golf Course,Staunton,IL,18,Public
4931,Emerald Hill Golf & Learning Center,Sterling,IL,18,Municipal
4932,Lake View Golf Club,Sterling,IL,18,Public
4933,Blackhawk Run Golf Course,Stockton,IL,18,Public
4934,Woodbine Bend Golf Course,Stockton,IL,18,Public
4935,Streamwood Oaks Golf Club,Streamwood,IL,9,Public
4936,Anderson Field Golf Course,Streator,IL,9,Municipal
4937,Streator Country Club,Streator,IL,9,Private
4938,Black Sheep Golf Club,Sugar Grove,IL,45,Private
4939,Rich Harvest Links,Sugar Grove,IL,18,
4940,Bliss Creek Golf Club,Sugar Grove,IL,18,Public
4941,Sullivan Country Club,Sullivan,IL,9,Private
4942,Timberlake Golf Course,Sullivan,IL,9,Public
4943,Cedarbrooke Par 3 Golf Inc.,Sumner,IL,9,Public
4944,Clinton Hill Country Club,Swansea,IL,18,Public
4945,Sycamore Park District Golf Course,Sycamore,IL,18,Municipal
4946,Red Hawk Country Club,Tamaroa,IL,18,Public
4947,Lake Shore Golf Course,Taylorville,IL,18,Municipal
4948,Lincoln Trail Golf Club,Taylorville,IL,9,Public
4949,Buck's Barn Golf Resort,Thomson,IL,18,Public
4950,Graystone Golf Links,Tinley Park,IL,9,Public
4951,Odyssey Country Club,Tinley Park,IL,18,Public
4952,White Mountain Golf Course,Tinley Park,IL,9,Public
4953,Indian Hills Golf Club,Tiskilwa,IL,9,Public
4954,Tall Oaks Country Club,Toluca,IL,9,Private
4955,Ironhorse Golf Course,Tuscola,IL,18,Public
4956,Deer Creek Golf Club,University Park,IL,18,Public
4957,University Golf Club & Conference Center,University Park,IL,18,Public
4958,Urbana Golf & Country Club,Urbana,IL,18,Private
4959,Stone Creek Golf Club,Urbana,IL,18,Public
4960,Vandalia Golf & Country Club,Vandalia,IL,9,Public
4961,Vernon Hills Golf Course,Vernon Hills,IL,9,Public
4962,White Deer Run Golf Club,Vernon Hills,IL,18,Public
4963,The Gambit Golf Club,Vienna,IL,18,Public
4964,Tri City Country Club,Villa Grove,IL,9,Private
4965,Sugar Creek Golf Course,Villa Park,IL,9,Municipal
4966,RedTail Golf Club,Village of Lakewood,IL,18,Municipal
4967,Fairway Hills Golf Course,Virginia,IL,9,Public
4968,Midlane Golf Resort & Suites,Wadsworth,IL,18,Public
4969,Green River Country Club,Walnut,IL,9,Public
4970,Snag Creek Golf Course,Washburn,IL,18,Public
4971,Quail Meadows Golf Course,Washington,IL,18,Municipal
4972,Hillcrest Golf Center,Washington,IL,18,Public
4973,Pine Lakes Golf Club,Washington,IL,18,Public
4974,Waterloo Country Club,Waterloo,IL,9,Private
4975,Acorns Golf Links,Waterloo,IL,18,Public
4976,Annbriar Golf Course,Waterloo,IL,18,Public
4977,The Ridge Golf Course,Waterloo,IL,18,Public
4978,Bonnie Brook Golf Course,Waukegan,IL,18,Municipal
4979,Orchard Hills Golf Course,Waukegan,IL,18,Municipal
4980,Glen Flora Country Club,Waukegan,IL,18,Private
4981,Prairie Landing Golf Club,West Chicago,IL,18,Municipal
4982,Old Wayne Golf Course,West Chicago,IL,27,
4983,St Andrews Golf & Country Club Inc,West Chicago,IL,36,Public
4984,Franklin County Country Club,West Frankfort,IL,18,Public
4985,Green Meadows,Westmont,IL,9,Municipal
4986,Twin Lakes Golf Club,Westmont,IL,9,Municipal
4987,Arrowhead Golf Club,Wheaton,IL,27,Municipal
4988,Chicago Golf Club,Wheaton,IL,18,
4989,Cantigny Golf & Tennis Club,Wheaton,IL,63,Public
4990,Traditions At Chevy Chase,Wheeling,IL,18,Municipal
4991,Rend Lake Golf Course,Whittington,IL,45,Municipal
4992,Wilmette Golf Club,Wilmette,IL,18,Municipal
4993,Westmoreland Country Club,Wilmette,IL,18,Private
4994,Cinder Ridge Golf Links,Wilmington,IL,18,Public
4995,Plum Creek Golf Course,Winchester,IL,9,Public
4996,Angus Links Golf Course,Windsor,IL,18,Public
4997,Klein Creek Golf Club,Winfield,IL,18,Public
4998,Westlake Village,Winnebago,IL,18,Public
4999,Winnetka Golf Club,Winnetka,IL,27,Municipal
5000,Indian Hill Golf Club,Winnetka,IL,18,Private
5001,Maple Meadows Golf Course,Wood Dale,IL,27,Municipal
5002,Salt Creek Golf Club,Wood Dale,IL,18,Municipal
5003,Belk Park Golf Course,Wood River,IL,18,Municipal
5004,Seven Bridges Golf Club,Woodridge,IL,18,Municipal
5005,Village Greens of Woodridge Golf Course,Woodridge,IL,18,Municipal
5006,Zigfield Troy Par3,Woodridge,IL,9,Public
5007,Woodstock Country Club,Woodstock,IL,9,Private
5008,Bull Valley Golf Club,Woodstock,IL,18,
5009,Craig Woods Golf Course,Woodstock,IL,9,Public
5010,Crystal Woods Golf Club,Woodstock,IL,18,Public
5011,Water's Edge Golf Club,Worth,IL,18,Municipal
5012,Whitetail Ridge Golf Course,Yorkville,IL,18,Public
5013,Shepherds Crook Golf Course,Zion,IL,18,Municipal
5014,Shiloh Park Golf Course,Zion,IL,9,Municipal
5015,ThunderHawk Golf Course,Zion,IL,18,Municipal
5016,Albany Golf Club,Albany,IN,18,Public
5017,Augusta Hills Golf Club,Albion,IN,18,Public
5018,Yule Golf Club,Alexandria,IN,18,Public
5019,Grandview Golf Course,Anderson,IN,18,Municipal
5020,Anderson Country Club,Anderson,IN,18,Private
5021,Edgewood Country Club,Anderson,IN,18,Public
5022,Kilbuck Golf Course,Anderson,IN,18,Public
5023,Meadowbrook Golf Course,Anderson,IN,18,Public
5024,Etna Acres Golf Course,Andrews,IN,18,Public
5025,Glendarin Hills Golf Club,Angola,IN,18,Public
5026,Hidden Valley Golf Course,Angola,IN,18,Public
5027,Lake James Golf Club,Angola,IN,18,Public
5028,Zollner Golf Course,Angola,IN,18,Public
5029,Big Pine Golf Course,Attica,IN,18,Public
5030,Harrison Hills Country Club,Attica,IN,18,Public
5031,Bridgewater Golf Club,Auburn,IN,36,Public
5032,Deer Track Golf Course,Auburn,IN,18,Public
5033,Dearborn Country Club,Aurora,IN,18,Private
5034,Stone Eagle Golf Club,Aurora,IN,9,Public
5035,Prestwick Country Club,Avon,IN,18,
5036,Hillcrest Golf & Country Club,Batesville,IN,18,
5037,Cricket Ridge Country Club,Batesville,IN,9,Public
5038,Battle Ground Golf Course,Battle Ground,IN,18,Public
5039,Otis Park Golf Club,Bedford,IN,18,Municipal
5040,Stone Crest Golf Community,Bedford,IN,54,Public
5041,Bicknell Country Club,Bicknell,IN,18,Public
5042,Cascades Golf Course,Bloomington,IN,54,Municipal
5043,Bloomington Country Club,Bloomington,IN,18,
5044,Indiana University Golf Course,Bloomington,IN,27,Public
5045,Taylors' Par 3,Bloomington,IN,9,Public
5046,The Eagle Pointe Golf Resort,Bloomington,IN,18,Public
5047,Green Valley Golf Club,Bluffton,IN,9,Public
5048,Timber Ridge Golf Course,Bluffton,IN,18,Public
5049,Boonville Country Club,Boonville,IN,18,Private
5050,Quail Crossing Golf Club,Boonville,IN,18,Public
5051,Hoosiers,Borden,IN,18,Public
5052,Forest Park Golf Course,Brazil,IN,18,Municipal
5053,Oak Ridge Golf Course,Brazil,IN,18,Public
5054,Sprig O'Mint Golf Club,Bremen,IN,18,Public
5055,Elcona Country Club,Bristol,IN,18,Private
5056,Raber Golf Course,Bristol,IN,36,Public
5057,Hazelden Country Club,Brook,IN,18,Public
5058,Brook Hill Golf Club,Brookville,IN,18,Public
5059,West Chase Golf Club,Brownsburg,IN,18,Public
5060,White Lick Golf Course,Brownsburg,IN,9,Public
5061,Green Valley Golf Club,Brownstown,IN,9,
5062,Winding Branch Golf Course,Cambridge City,IN,18,Public
5063,Friendswood Golf Course,Camby,IN,9,Public
5064,Heartland Crossing Golf Links,Camby,IN,18,Public
5065,Brookshire Golf Club,Carmel,IN,18,Municipal
5066,Crooked Stick Golf Club,Carmel,IN,18,Private
5067,The Bridgewater Club,Carmel,IN,27,
5068,Twin Lakes Golf Club,Carmel,IN,18,
5069,Woodland Country Club,Carmel,IN,18,
5070,Mohawk Hills Golf Club,Carmel,IN,9,Public
5071,Plum Creek Country Club,Carmel,IN,18,Public
5072,Prairie View Golf Club,Carmel,IN,18,Public
5073,William Sahm Golf Course,Castleton,IN,18,Municipal
5074,Cedar Creek Golf Center,Cedar Lake,IN,9,Public
5075,South Shore Country Club,Cedar Lake,IN,18,Public
5076,Sand Creek Country Club,Chesterton,IN,45,
5077,The Brassie Golf Club,Chesterton,IN,18,Public
5078,Eel River Golf Course,Churubusco,IN,18,Public
5079,Bear Slide Golf Club,Cicero,IN,18,Public
5080,Wooded View Golf Course,Clarksville,IN,18,Municipal
5081,Deer Creek Golf Club,Clayton,IN,18,Public
5082,Matthews Park Golf Course,Clinton,IN,9,Municipal
5083,Geneva Hills Golf Course,Clinton,IN,18,Public
5084,Clover Meadow Golf Course,Cloverdale,IN,18,Public
5085,Crooked Lake Golf Course,Columbia City,IN,9,Public
5086,Eagle Glen Golf Club,Columbia City,IN,18,Public
5087,Magic Hills Golf Club,Columbia City,IN,9,Public
5088,Greenbelt Golf Course,Columbus,IN,9,Municipal
5089,Rocky Ford Par 3 Golf Course,Columbus,IN,18,Municipal
5090,Harrison Lake Country Club,Columbus,IN,18,
5091,Oak Knoll Golf Course,Columbus,IN,18,Public
5092,Otter Creek Golf Course,Columbus,IN,45,Public
5093,Walnut Ridge Golf Course,Columbus,IN,18,Public
5094,Willowbrook Country Club,Connersville,IN,18,Public
5095,Hoosier Hills Golf Club,Cory,IN,9,Public
5096,Old Capital Golf Club,Corydon,IN,18,Public
5097,Rivercrest Golf Club,Covington,IN,18,Public
5098,Crawfordsville Municipal Golf Course,Crawfordsville,IN,18,Municipal
5099,Crawfordsville Country Club,Crawfordsville,IN,18,Private
5100,Rocky Ridge Golf Club,Crawfordsville,IN,18,Public
5101,Lakes of the Four Seasons Country Club,Crown Point,IN,18,Private
5102,Youche Country Club,Crown Point,IN,18,Private
5103,Oak Knoll Golf Course,Crown Point,IN,18,Public
5104,Pheasant Valley Country Club,Crown Point,IN,18,Public
5105,Summertree Golf Club,Crown Point,IN,18,Public
5106,White Hawk Country Club,Crown Point,IN,72,Public
5107,Maxinkuckee Country Club,Culver,IN,9,Private
5108,Culver Golf Course,Culver,IN,9,
5109,Mystic Hills Golf Course,Culver,IN,18,Public
5110,Twin Bridges Golf Club,Danville,IN,18,Public
5111,Cross Creek Golf Course,Decatur,IN,18,Public
5112,Grey Goose Golf Club,Decatur,IN,18,Public
5113,Carroll County Country Club,Delphi,IN,9,Public
5114,Sandy Pines Golf Course,Demotte,IN,18,Public
5115,Mac Arthur Golf Course,East Chicago,IN,9,Municipal
5116,Lakeview Country Club,Eaton,IN,18,Public
5117,Timbergate Golf Course,Edinburgh,IN,18,Municipal
5118,Bent Oak Golf Club,Elkhart,IN,18,
5119,Christiana Creek Country Club,Elkhart,IN,18,
5120,Old Orchard Golf Course Inc,Elkhart,IN,18,Public
5121,Cattails Golf Course,Elwood,IN,18,Public
5122,Old English Golf Course,English,IN,18,Public
5123,Fendrich Golf Course,Evansville,IN,18,Municipal
5124,Helfrich Hills Golf Course,Evansville,IN,18,Municipal
5125,Howell Park Golf Course,Evansville,IN,9,Municipal
5126,McDonald Golf Course,Evansville,IN,9,Municipal
5127,Wesselman Par 3 Golf Course,Evansville,IN,18,Municipal
5128,Evansville Country Club,Evansville,IN,18,
5129,Oak Meadow Golf Club,Evansville,IN,18,
5130,Cambridge Golf Club,Evansville,IN,18,Public
5131,Clearcrest Pines Golf & Banquet Center,Evansville,IN,18,Public
5132,Eagle Valley Golf Course,Evansville,IN,18,Public
5133,Tee Time Golf Complex,Evansville,IN,9,Public
5134,Thunderbolt Pass Golf Course,Evansville,IN,36,Public
5135,Hickory Hills Golf Course,Farmland,IN,18,Public
5136,Balmoral Golf Course,Fishers,IN,18,
5137,The Hawthorns Golf & Country Club,Fishers,IN,18,
5138,Gray Eagle Golf Club & Academy,Fishers,IN,18,Public
5139,Ironwood Golf Club,Fishers,IN,45,Public
5140,River Glen Country Club,Fishers,IN,18,Public
5141,Belterra Golf Club,Florence,IN,18,Public
5142,Valley View Golf Club Inc,Floyds Knobs,IN,18,Public
5143,Foster Park Golf Course,Fort Wayne,IN,18,Municipal
5144,McMillen Park Golf Course,Fort Wayne,IN,27,Municipal
5145,Shoaff Park Golf Course,Fort Wayne,IN,18,Municipal
5146,Fort Wayne Country Club,Fort Wayne,IN,18,Private
5147,Orchard Ridge Country Club,Fort Wayne,IN,18,Private
5148,Coyote Creek Golf Club,Fort Wayne,IN,18,
5149,Pine Valley Country Club,Fort Wayne,IN,18,
5150,Sycamore Hills Golf Club,Fort Wayne,IN,18,
5151,Arlington Park Golf Club,Fort Wayne,IN,9,Public
5152,Autumn Ridge Golf Club,Fort Wayne,IN,18,Public
5153,Brookwood Golf Club,Fort Wayne,IN,27,Public
5154,Canterbury Green Country Club,Fort Wayne,IN,18,Public
5155,Cherry Hill Golf Club,Fort Wayne,IN,18,Public
5156,Chestnut Hills Golf Club,Fort Wayne,IN,18,Public
5157,Colonial Oaks Golf Club,Fort Wayne,IN,18,Public
5158,Donald Ross Golf Club,Fort Wayne,IN,18,Public
5159,Lakeside Golf Course,Fort Wayne,IN,27,Public
5160,Riverbend Golf Course,Fort Wayne,IN,18,Public
5161,Willow Ridge Golf Club,Fort Wayne,IN,18,Public
5162,Benton County Country Club,Fowler,IN,18,Public
5163,Deer Track Golf Club,Frankfort,IN,18,Public
5164,Frankfort Country Club,Frankfort,IN,18,Public
5165,Hillview Country Club,Franklin,IN,18,Private
5166,Cypress Run Golf Course,Franklin,IN,9,Public
5167,Deer Valley Golf Course,Franklin,IN,9,Public
5168,Legends of Indiana Golf Course,Franklin,IN,72,Public
5169,Country Meadows Golf Resort,Fremont,IN,18,Public
5170,French Lick Springs Resort,French Lick,IN,45,
5171,Garrett Country Club,Garrett,IN,18,Public
5172,South Gleason Park Golf Course,Gary,IN,18,Municipal
5173,Golf Club of the Limberlost,Geneva,IN,18,Public
5174,Maplecrest Country Club,Goshen,IN,18,Private
5175,Black Squirrel,Goshen,IN,18,Public
5176,Rolling Meadows Golf Course,Gosport,IN,18,Public
5177,Knollwood Country Club,Granger,IN,36,
5178,Juday Creek Golf Course,Granger,IN,18,Public
5179,Windy Hill Country Club,Greencastle,IN,18,Private
5180,Old Hickory Golf Course,Greencastle,IN,18,Public
5181,Arrowhead Golf Course,Greenfield,IN,18,Public
5182,Hawk's Tail of Greenfield,Greenfield,IN,18,Public
5183,Heartland Resort,Greenfield,IN,9,Public
5184,Shekinah on Brandywine,Greenfield,IN,9,Public
5185,Greensburg Country Club,Greensburg,IN,18,Public
5186,North Branch Golf Course,Greensburg,IN,36,Public
5187,Wyaloosing Creek Golf Course,Greensburg,IN,18,Public
5188,Dyes Walk Golf Course,Greenwood,IN,18,
5189,Bluff Creek Golf Course,Greenwood,IN,18,Public
5190,Hickory Stick Golf Club,Greenwood,IN,18,Public
5191,Orchard Golf Center,Greenwood,IN,18,Public
5192,Otte Golf Center,Greenwood,IN,18,Public
5193,Valle Vista Country Club,Greenwood,IN,18,Public
5194,Walnut Ridge Golf Course,Greenwood,IN,18,Public
5195,Griffith Golf Center,Griffith,IN,18,Public
5196,Country View Golf Course,Guilford,IN,18,Public
5197,Hartley Hills Country Club,Hagerstown,IN,9,Public
5198,Cold Springs Golf Course,Hamilton,IN,18,Public
5199,Hamlet Golf Course,Hamlet,IN,18,Public
5200,Lost Marsh Golf Course,Hammond,IN,27,Municipal
5201,Spring Hills Golf Course,Hanover,IN,18,Public
5202,Blackford Country Club,Hartford City,IN,18,Public
5203,Ki Ann Golf Course,Hartford City,IN,18,Public
5204,Champions Pointe Golf Course,Henryville,IN,18,Public
5205,Wicker Park Golf Course,Highland,IN,18,Municipal
5206,River Pointe Country Club,Hobart,IN,36,
5207,Duck Creek Country Club,Hobart,IN,18,Public
5208,Indian Ridge Golf Course,Hobart,IN,18,Public
5209,Pine Hills Golf Course,Holton,IN,9,Public
5210,Clifty Creek Golf Course,Hope,IN,9,Public
5211,Cedar Lake Golf Course,Howe,IN,18,Public
5212,Huntingburg Country Club,Huntingburg,IN,9,Public
5213,Clear Creek Golf Course Inc,Huntington,IN,18,Public
5214,Frazanda Golf Course,Huntington,IN,18,Public
5215,La Fontaine Golf Club,Huntington,IN,18,Public
5216,Norwood Golf Club,Huntington,IN,18,Public
5217,A.J. Thatcher Golf Course,Indianapolis,IN,9,Municipal
5218,Coffin Golf Club,Indianapolis,IN,18,Municipal
5219,Douglass Golf Course,Indianapolis,IN,9,Municipal
5220,Eagle Creek Golf Course,Indianapolis,IN,36,Municipal
5221,Pleasant Run Golf Course,Indianapolis,IN,18,Municipal
5222,Riverside Golf Academy,Indianapolis,IN,9,Municipal
5223,Riverside Golf Club,Indianapolis,IN,18,Municipal
5224,Sarah Shank Golf Course,Indianapolis,IN,18,Municipal
5225,Smock Golf Course,Indianapolis,IN,18,Municipal
5226,South Grove Golf Course,Indianapolis,IN,18,Municipal
5227,The Fort Golf Course,Indianapolis,IN,18,Municipal
5228,Whispering Hills Golf Course,Indianapolis,IN,9,Municipal
5229,Winding River Golf Course,Indianapolis,IN,18,Municipal
5230,Brendonwood Golf Course,Indianapolis,IN,9,Private
5231,Country Club of Indianapolis,Indianapolis,IN,18,Private
5232,Highland Golf & Country Club,Indianapolis,IN,18,Private
5233,Hillcrest Country Club,Indianapolis,IN,18,Private
5234,Maple Creek Country Club,Indianapolis,IN,18,Private
5235,Woodstock Club,Indianapolis,IN,9,Private
5236,Broadmoor Country Club,Indianapolis,IN,18,
5237,Indian Lake Country Club,Indianapolis,IN,9,
5238,Meridian Hills Country Club Inc,Indianapolis,IN,18,
5239,Old Oakland Golf Club,Indianapolis,IN,36,
5240,Brickyard Crossing Golf Course,Indianapolis,IN,18,Public
5241,Buffer Park Golf Course,Indianapolis,IN,9,Public
5242,Dakota Landing Golf Club,Indianapolis,IN,9,Public
5243,Morning Star Golf Course,Indianapolis,IN,18,Public
5244,Saddlebrook Golf Course,Indianapolis,IN,18,Public
5245,Shortee's Golf,Indianapolis,IN,18,Public
5246,Southern Dunes Golf Course,Indianapolis,IN,27,Public
5247,Sunrise Golf,Indianapolis,IN,9,Public
5248,Winding Ridge Golf Club,Indianapolis,IN,18,Public
5249,Tomahawk Hills Golf Course,Jamestown,IN,9,Public
5250,Alvin C. Ruxer Park Golf Course,Jasper,IN,9,Municipal
5251,Jasper Municipal Golf Course,Jasper,IN,18,Municipal
5252,Jasper Country Club,Jasper,IN,9,Private
5253,Sultan's Run Golf Club,Jasper,IN,18,Public
5254,Jeffersonville Elks Golf Club,Jeffersonville,IN,18,
5255,Twilight Golf Course,Jeffersonville,IN,9,Public
5256,Elks Country Club,Kendallville,IN,9,Public
5257,Noble Hawk Golf Links,Kendallville,IN,18,Public
